;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;22/06/2023;0,1144;JRS CAP PROPRIO;25/08/2023 ;1;ITSA3
1;31/05/2023;0,0235;JRS CAP PROPRIO;03/07/2023 ;1;ITSA3
2;23/03/2023;0,0773;JRS CAP PROPRIO;25/08/2023 ;1;ITSA3
3;28/02/2023;0,0235;JRS CAP PROPRIO;03/04/2023 ;1;ITSA3
4;08/12/2022;0,1410;JRS CAP PROPRIO;28/04/2023 ;1;ITSA3
5;08/12/2022;0,0445;JRS CAP PROPRIO;29/12/2023 ;1;ITSA3
6;30/11/2022;0,0235;JRS CAP PROPRIO;02/01/2023 ;1;ITSA3
7;18/11/2022;0,0515;JRS CAP PROPRIO;29/12/2023 ;1;ITSA3
8;31/08/2022;0,0235;JRS CAP PROPRIO;03/10/2022 ;1;ITSA3
9;18/08/2022;0,0494;JRS CAP PROPRIO;29/12/2023 ;1;ITSA3
10;18/08/2022;0,0103;JRS CAP PROPRIO;30/08/2022 ;1;ITSA3
11;31/05/2022;0,0235;JRS CAP PROPRIO;01/07/2022 ;1;ITSA3
12;24/03/2022;0,1134;JRS CAP PROPRIO;30/08/2022 ;1;ITSA3
13;14/01/2022;0,1333;JRS CAP PROPRIO;11/03/2022 ;1;ITSA3
14;13/12/2021;0,0235;JRS CAP PROPRIO;01/04/2022 ;1;ITSA3
15;30/11/2021;0,0235;JRS CAP PROPRIO;03/01/2022 ;1;ITSA3
16;23/11/2021;0,1547;JRS CAP PROPRIO;11/03/2022 ;1;ITSA3
17;31/08/2021;0,0200;DIVIDENDO;01/10/2021 ;1;ITSA3
18;13/08/2021;0,0373;JRS CAP PROPRIO;26/08/2021 ;1;ITSA3
19;31/05/2021;0,0200;DIVIDENDO;01/07/2021 ;1;ITSA3
20;24/05/2021;0,0184;JRS CAP PROPRIO;26/08/2021 ;1;ITSA3
21;27/04/2021;0,0213;JRS CAP PROPRIO;26/08/2021 ;1;ITSA3
22;25/03/2021;0,0191;JRS CAP PROPRIO;26/08/2021 ;1;ITSA3
23;09/03/2021;0,0155;JRS CAP PROPRIO;26/08/2021 ;1;ITSA3
24;26/02/2021;0,0200;DIVIDENDO;01/04/2021 ;1;ITSA3
25;22/01/2021;0,0208;JRS CAP PROPRIO;12/03/2021 ;1;ITSA3
26;10/12/2020;0,1017;JRS CAP PROPRIO;12/03/2021 ;1;ITSA3
27;30/11/2020;0,0200;DIVIDENDO;04/01/2021 ;1;ITSA3
28;31/08/2020;0,0200;DIVIDENDO;01/10/2020 ;1;ITSA3
29;17/08/2020;0,0200;DIVIDENDO;26/08/2020 ;1;ITSA3
30;29/05/2020;0,0200;DIVIDENDO;01/07/2020 ;1;ITSA3
31;28/02/2020;0,0200;DIVIDENDO;01/04/2020 ;1;ITSA3
32;20/02/2020;0,2174;JRS CAP PROPRIO;06/03/2020 ;1;ITSA3
33;20/02/2020;0,2260;DIVIDENDO;06/03/2020 ;1;ITSA3
34;12/12/2019;0,0060;JRS CAP PROPRIO;30/04/2020 ;1;ITSA3
35;29/11/2019;0,0200;DIVIDENDO;02/01/2020 ;1;ITSA3
36;30/08/2019;0,0200;DIVIDENDO;01/10/2019 ;1;ITSA3
37;15/08/2019;0,3405;DIVIDENDO;23/08/2019 ;1;ITSA3
38;31/05/2019;0,0200;DIVIDENDO;01/07/2019 ;1;ITSA3
39;28/02/2019;0,0200;DIVIDENDO;01/04/2019 ;1;ITSA3
40;21/02/2019;0,3111;JRS CAP PROPRIO;07/03/2019 ;1;ITSA3
41;21/02/2019;0,4532;DIVIDENDO;07/03/2019 ;1;ITSA3
42;17/12/2018;0,0081;JRS CAP PROPRIO;30/04/2019 ;1;ITSA3
43;30/11/2018;0,0200;DIVIDENDO;02/01/2019 ;1;ITSA3
44;31/08/2018;0,0150;DIVIDENDO;01/10/2018 ;1;ITSA3
45;17/08/2018;0,0096;JRS CAP PROPRIO;30/08/2018 ;1;ITSA3
46;17/08/2018;0,1992;DIVIDENDO;30/08/2018 ;1;ITSA3
