;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
29;02/07/2021;0,4900;JRS CAP PROPRIO;12/07/2021 ;1;BBDC3
30;01/07/2021;0,0172;JRS CAP PROPRIO;02/08/2021 ;1;BBDC3
31;01/06/2021;0,0172;JRS CAP PROPRIO;01/07/2021 ;1;BBDC3
32;03/05/2021;0,0172;JRS CAP PROPRIO;01/06/2021 ;1;BBDC3
33;01/04/2021;0,0172;JRS CAP PROPRIO;03/05/2021 ;1;BBDC3
34;01/03/2021;0,0172;JRS CAP PROPRIO;01/04/2021 ;1;BBDC3
35;17/02/2021;0,0198;JRS CAP PROPRIO;08/03/2021 ;1;BBDC3
36;01/02/2021;0,0172;JRS CAP PROPRIO;01/03/2021 ;1;BBDC3
37;04/01/2021;0,0172;JRS CAP PROPRIO;01/02/2021 ;1;BBDC3
38;28/12/2020;0,3775;JRS CAP PROPRIO;07/01/2021 ;1;BBDC3
39;01/12/2020;0,0172;JRS CAP PROPRIO;04/01/2021 ;1;BBDC3
40;03/11/2020;0,0172;JRS CAP PROPRIO;01/12/2020 ;1;BBDC3
41;01/10/2020;0,0172;JRS CAP PROPRIO;03/11/2020 ;1;BBDC3
42;01/09/2020;0,0172;JRS CAP PROPRIO;01/10/2020 ;1;BBDC3
43;03/08/2020;0,0172;JRS CAP PROPRIO;01/09/2020 ;1;BBDC3
44;01/07/2020;0,0172;JRS CAP PROPRIO;03/08/2020 ;1;BBDC3
45;01/06/2020;0,0172;JRS CAP PROPRIO;01/07/2020 ;1;BBDC3
46;04/05/2020;0,0172;JRS CAP PROPRIO;01/06/2020 ;1;BBDC3
47;01/04/2020;0,0172;JRS CAP PROPRIO;04/05/2020 ;1;BBDC3
48;02/03/2020;0,0172;JRS CAP PROPRIO;01/04/2020 ;1;BBDC3
49;17/02/2020;0,0582;DIVIDENDO;28/02/2020 ;1;BBDC3
50;03/02/2020;0,0172;JRS CAP PROPRIO;02/03/2020 ;1;BBDC3
51;02/01/2020;0,0172;JRS CAP PROPRIO;03/02/2020 ;1;BBDC3
52;19/12/2019;0,5034;JRS CAP PROPRIO;30/12/2019 ;1;BBDC3
53;02/12/2019;0,0172;JRS CAP PROPRIO;02/01/2020 ;1;BBDC3
54;01/11/2019;0,0172;JRS CAP PROPRIO;02/12/2019 ;1;BBDC3
55;17/10/2019;0,9487;DIVIDENDO;23/10/2019 ;1;BBDC3
56;01/10/2019;0,0172;JRS CAP PROPRIO;01/11/2019 ;1;BBDC3
57;02/09/2019;0,0172;JRS CAP PROPRIO;01/10/2019 ;1;BBDC3
58;01/08/2019;0,0172;JRS CAP PROPRIO;02/09/2019 ;1;BBDC3
59;01/07/2019;0,0172;JRS CAP PROPRIO;01/08/2019 ;1;BBDC3
60;28/06/2019;0,1725;JRS CAP PROPRIO;15/07/2019 ;1;BBDC3
61;03/06/2019;0,0172;JRS CAP PROPRIO;01/07/2019 ;1;BBDC3
62;02/05/2019;0,0172;JRS CAP PROPRIO;03/06/2019 ;1;BBDC3
63;01/04/2019;0,0172;JRS CAP PROPRIO;02/05/2019 ;1;BBDC3
64;01/03/2019;0,0172;JRS CAP PROPRIO;01/04/2019 ;1;BBDC3
65;01/02/2019;0,0172;JRS CAP PROPRIO;01/03/2019 ;1;BBDC3
66;02/01/2019;0,0172;JRS CAP PROPRIO;01/02/2019 ;1;BBDC3
67;21/12/2018;0,6638;JRS CAP PROPRIO;08/03/2019 ;1;BBDC3
68;03/12/2018;0,0172;JRS CAP PROPRIO;02/01/2019 ;1;BBDC3
69;01/11/2018;0,0172;JRS CAP PROPRIO;03/12/2018 ;1;BBDC3
70;01/10/2018;0,0172;JRS CAP PROPRIO;01/11/2018 ;1;BBDC3
71;03/09/2018;0,0172;JRS CAP PROPRIO;01/10/2018 ;1;BBDC3
72;01/08/2018;0,0172;JRS CAP PROPRIO;03/09/2018 ;1;BBDC3
73;02/07/2018;0,0172;JRS CAP PROPRIO;01/08/2018 ;1;BBDC3
74;29/06/2018;0,1725;JRS CAP PROPRIO;16/07/2018 ;1;BBDC3
75;01/06/2018;0,0172;JRS CAP PROPRIO;02/07/2018 ;1;BBDC3
76;02/05/2018;0,0172;JRS CAP PROPRIO;01/06/2018 ;1;BBDC3
77;02/04/2018;0,0172;JRS CAP PROPRIO;02/05/2018 ;1;BBDC3
78;01/03/2018;0,0172;JRS CAP PROPRIO;02/04/2018 ;1;BBDC3
79;01/02/2018;0,0172;JRS CAP PROPRIO;01/03/2018 ;1;BBDC3
80;02/01/2018;0,0172;JRS CAP PROPRIO;01/02/2018 ;1;BBDC3
81;22/12/2017;0,7545;JRS CAP PROPRIO;- ;1;BBDC3
82;01/12/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
83;01/11/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
84;02/10/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
85;01/09/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
86;01/08/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
87;03/07/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
88;30/06/2017;0,1725;JRS CAP PROPRIO;- ;1;BBDC3
89;01/06/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
90;02/05/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
91;03/04/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
92;01/03/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
93;01/02/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
94;02/01/2017;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
95;21/12/2016;0,2567;JRS CAP PROPRIO;- ;1;BBDC3
96;01/12/2016;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
97;01/11/2016;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
98;03/10/2016;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
99;30/09/2016;0,5711;JRS CAP PROPRIO;- ;1;BBDC3
100;01/09/2016;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
101;01/08/2016;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
102;01/07/2016;0,0172;JRS CAP PROPRIO;- ;1;BBDC3
103;22/06/2016;0,1725;JRS CAP PROPRIO;- ;1;BBDC3
104;01/06/2016;0,0172;JUROS MENSAL;- ;1;BBDC3
105;02/05/2016;0,0172;JUROS MENSAL;- ;1;BBDC3
106;01/04/2016;0,0172;JUROS MENSAL;- ;1;BBDC3
107;01/03/2016;0,0172;JUROS MENSAL;- ;1;BBDC3
108;01/02/2016;0,0172;JUROS MENSAL;- ;1;BBDC3
109;04/01/2016;0,0172;JUROS MENSAL;- ;1;BBDC3
110;16/12/2015;0,7677;JUROS;- ;1;BBDC3
111;01/12/2015;0,0172;JUROS MENSAL;- ;1;BBDC3
112;03/11/2015;0,0172;JUROS MENSAL;- ;1;BBDC3
113;01/10/2015;0,0172;JUROS MENSAL;- ;1;BBDC3
114;01/09/2015;0,0172;JUROS MENSAL;- ;1;BBDC3
115;03/08/2015;0,0172;JUROS MENSAL;- ;1;BBDC3
116;01/07/2015;0,0172;JUROS MENSAL;- ;1;BBDC3
117;22/06/2015;0,1726;DIVIDENDO;- ;1;BBDC3
118;01/06/2015;0,0172;Juros mensal;- ;1;BBDC3
119;04/05/2015;0,0172;Juros mensal;- ;1;BBDC3
120;01/04/2015;0,0172;Juros mensal;- ;1;BBDC3
121;02/03/2015;0,0188;Juros mensal;- ;1;BBDC3
122;09/02/2015;0,1432;Dividendo;- ;1;BBDC3
123;02/02/2015;0,0188;Juros mensal;- ;1;BBDC3
124;02/01/2015;0,0188;JRS CAP PROPRIO;- ;1;BBDC3
125;22/12/2014;0,5903;JRS CAP PROPRIO;- ;1;BBDC3
126;01/12/2014;0,0188;JRS CAP PROPRIO;- ;1;BBDC3
127;03/11/2014;0,0188;JRS CAP PROPRIO;- ;1;BBDC3
128;01/10/2014;0,0188;JRS CAP PROPRIO;- ;1;BBDC3
129;01/09/2014;0,0188;JRS CAP PROPRIO;- ;1;BBDC3
130;01/08/2014;0,0188;JRS CAP PROPRIO;- ;1;BBDC3
131;01/07/2014;0,0188;JRS CAP PROPRIO;- ;1;BBDC3
132;24/06/2014;0,1882;DIVIDENDO;- ;1;BBDC3
133;02/06/2014;0,0188;JRS CAP PROPRIO;- ;1;BBDC3
134;02/05/2014;0,0188;JRS CAP PROPRIO;- ;1;BBDC3
135;01/04/2014;0,0188;JRS CAP PROPRIO;- ;1;BBDC3
136;05/03/2014;0,0188;JRS CAP PROPRIO;- ;1;BBDC3
137;10/02/2014;0,1938;DIVIDENDO;- ;1;BBDC3
138;03/02/2014;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
139;02/01/2014;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
140;23/12/2013;0,3226;JRS CAP PRÓPRIO;- ;1;BBDC3
141;02/12/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
142;01/11/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
143;01/10/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
144;02/09/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
145;01/08/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
146;01/07/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
147;27/06/2013;0,1883;JRS CAP PRÓPRIO;- ;1;BBDC3
148;03/06/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
149;02/05/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
150;01/04/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
151;01/03/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
152;05/02/2013;0,0665;DIVIDENDO;- ;1;BBDC3
153;01/02/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
154;02/01/2013;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
155;21/12/2012;0,5126;JRS CAP PRÓPRIO;- ;1;BBDC3
156;03/12/2012;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
157;01/11/2012;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
158;01/10/2012;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
159;03/09/2012;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
160;01/08/2012;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
161;02/07/2012;0,0188;JRS CAP PRÓPRIO;- ;1;BBDC3
162;27/06/2012;0,1882;JRS CAP PRÓPRIO;- ;1;BBDC3
163;01/06/2012;0,0160;DIVIDENDO;- ;1;BBDC3
164;02/05/2012;0,0160;DIVIDENDO;- ;1;BBDC3
165;02/04/2012;0,0160;DIVIDENDO;- ;1;BBDC3
166;01/03/2012;0,0145;DIVIDENDO;- ;1;BBDC3
167;10/02/2012;0,0377;DIVIDENDO;- ;1;BBDC3
168;01/02/2012;0,0145;DIVIDENDO;- ;1;BBDC3
169;02/01/2012;0,0145;DIVIDENDO;- ;1;BBDC3
170;12/12/2011;0,5762;JRS CAP PRÓPRIO;- ;1;BBDC3
171;01/12/2011;0,0145;DIVIDENDO;- ;1;BBDC3
172;01/11/2011;0,0145;DIVIDENDO;- ;1;BBDC3
173;03/10/2011;0,0145;DIVIDENDO;- ;1;BBDC3
174;01/09/2011;0,0145;DIVIDENDO;- ;1;BBDC3
175;01/08/2011;0,0132;DIVIDENDO;- ;1;BBDC3
176;01/07/2011;0,0132;DIVIDENDO;- ;1;BBDC3
177;27/06/2011;0,1555;JRS CAP PRÓPRIO;- ;1;BBDC3
178;01/06/2011;0,0132;DIVIDENDO;- ;1;BBDC3
179;02/05/2011;0,0132;DIVIDENDO;- ;1;BBDC3
180;01/04/2011;0,0132;DIVIDENDO;- ;1;BBDC3
181;01/03/2011;0,0132;DIVIDENDO;- ;1;BBDC3
182;11/02/2011;0,0798;DIVIDENDO;- ;1;BBDC3
183;01/02/2011;0,0132;DIVIDENDO;- ;1;BBDC3
184;03/01/2011;0,0132;DIVIDENDO;- ;1;BBDC3
185;06/12/2010;0,4825;JRS CAP PRÓPRIO;- ;1;BBDC3
186;01/12/2010;0,0132;DIVIDENDO;- ;1;BBDC3
187;01/11/2010;0,0132;DIVIDENDO;- ;1;BBDC3
188;01/10/2010;0,0132;DIVIDENDO;- ;1;BBDC3
189;01/09/2010;0,0132;DIVIDENDO;- ;1;BBDC3
190;02/08/2010;0,0132;DIVIDENDO;- ;1;BBDC3
191;01/07/2010;0,0132;DIVIDENDO;- ;1;BBDC3
192;28/06/2010;0,1555;JRS CAP PRÓPRIO;- ;1;BBDC3
193;01/06/2010;0,0132;DIVIDENDO;- ;1;BBDC3
194;03/05/2010;0,0132;DIVIDENDO;- ;1;BBDC3
195;01/04/2010;0,0132;DIVIDENDO;- ;1;BBDC3
196;01/03/2010;0,0132;DIVIDENDO;- ;1;BBDC3
197;10/02/2010;0,0214;DIVIDENDO;- ;1;BBDC3
198;01/02/2010;0,0132;DIVIDENDO;- ;1;BBDC3
199;04/01/2010;0,0132;DIVIDENDO;- ;1;BBDC3
200;04/12/2009;0,4998;JRS CAP PRÓPRIO;- ;1;BBDC3
201;01/12/2009;0,0132;DIVIDENDO;- ;1;BBDC3
202;03/11/2009;0,0132;DIVIDENDO;- ;1;BBDC3
203;01/10/2009;0,0132;DIVIDENDO;- ;1;BBDC3
204;01/09/2009;0,0132;DIVIDENDO;- ;1;BBDC3
205;03/08/2009;0,0132;DIVIDENDO;- ;1;BBDC3
206;03/07/2009;0,1555;JRS CAP PRÓPRIO;- ;1;BBDC3
207;01/07/2009;0,0132;DIVIDENDO;- ;1;BBDC3
208;01/06/2009;0,0132;DIVIDENDO;- ;1;BBDC3
209;04/05/2009;0,0132;DIVIDENDO;- ;1;BBDC3
210;01/04/2009;0,0132;DIVIDENDO;- ;1;BBDC3
211;02/03/2009;0,0132;DIVIDENDO;- ;1;BBDC3
212;02/02/2009;0,0132;DIVIDENDO;- ;1;BBDC3
213;02/01/2009;0,0120;DIVIDENDO;- ;1;BBDC3
214;05/12/2008;0,5715;JRS CAP PRÓPRIO;- ;1;BBDC3
215;01/12/2008;0,0120;DIVIDENDO;- ;1;BBDC3
216;03/11/2008;0,0120;DIVIDENDO;- ;1;BBDC3
217;01/10/2008;0,0120;DIVIDENDO;- ;1;BBDC3
218;01/09/2008;0,0120;DIVIDENDO;- ;1;BBDC3
219;01/08/2008;0,0120;DIVIDENDO;- ;1;BBDC3
220;01/07/2008;0,0120;DIVIDENDO;- ;1;BBDC3
221;27/06/2008;0,1202;DIVIDENDO;- ;1;BBDC3
222;02/06/2008;0,0120;DIVIDENDO;- ;1;BBDC3
223;02/05/2008;0,0120;DIVIDENDO;- ;1;BBDC3
224;01/04/2008;0,0180;DIVIDENDO;- ;1;BBDC3
225;03/03/2008;0,0308;DIVIDENDO;- ;1;BBDC3
226;03/03/2008;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
227;01/02/2008;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
228;02/01/2008;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
229;28/12/2007;0,5370;JRS CAP PRÓPRIO;- ;1;BBDC3
230;28/12/2007;0,4010;DIVIDENDO;- ;1;BBDC3
231;03/12/2007;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
232;01/11/2007;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
233;01/10/2007;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
234;03/09/2007;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
235;01/08/2007;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
236;02/07/2007;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
237;27/06/2007;0,1532;DIVIDENDO;- ;1;BBDC3
238;01/06/2007;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
239;02/05/2007;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
240;02/04/2007;0,0180;JRS CAP PRÓPRIO;- ;1;BBDC3
241;05/03/2007;0,0381;DIVIDENDO;- ;1;BBDC3
242;01/03/2007;0,0361;JRS CAP PRÓPRIO;- ;1;BBDC3
243;01/02/2007;0,0328;JRS CAP PRÓPRIO;- ;1;BBDC3
244;02/01/2007;0,0328;JRS CAP PRÓPRIO;- ;1;BBDC3
245;01/12/2006;0,0328;JRS CAP PRÓPRIO;- ;1;BBDC3
246;01/11/2006;0,0328;JRS CAP PRÓPRIO;- ;1;BBDC3
247;05/10/2006;0,7843;JRS CAP PRÓPRIO;- ;1;BBDC3
248;05/10/2006;0,5690;DIVIDENDO;- ;1;BBDC3
249;02/10/2006;0,0328;JRS CAP PRÓPRIO;- ;1;BBDC3
250;01/09/2006;0,0328;JRS CAP PRÓPRIO;- ;1;BBDC3
251;01/08/2006;0,0328;JRS CAP PRÓPRIO;- ;1;BBDC3
252;03/07/2006;0,0328;JRS CAP PRÓPRIO;- ;1;BBDC3
253;30/06/2006;0,3278;JRS CAP PRÓPRIO;- ;1;BBDC3
254;01/06/2006;0,0328;JRS CAP PRÓPRIO;- ;1;BBDC3
255;02/05/2006;0,0328;JRS CAP PRÓPRIO;- ;1;BBDC3
256;03/04/2006;0,0328;JRS CAP PRÓPRIO;- ;1;BBDC3
257;06/03/2006;0,3345;DIVIDENDO;- ;1;BBDC3
258;01/03/2006;0,0285;JRS CAP PRÓPRIO;- ;1;BBDC3
259;01/02/2006;0,0285;JRS CAP PRÓPRIO;- ;1;BBDC3
260;02/01/2006;0,0285;JRS CAP PRÓPRIO;- ;1;BBDC3
261;01/12/2005;0,0285;JRS CAP PRÓPRIO;- ;1;BBDC3
262;11/11/2005;1,7560;JRS CAP PRÓPRIO;- ;1;BBDC3
263;01/11/2005;0,0570;JRS CAP PRÓPRIO;- ;1;BBDC3
264;03/10/2005;0,0570;JRS CAP PRÓPRIO;- ;1;BBDC3
265;01/09/2005;0,0570;JRS CAP PRÓPRIO;- ;1;BBDC3
266;01/08/2005;0,0570;JRS CAP PRÓPRIO;- ;1;BBDC3
267;01/07/2005;0,0570;JRS CAP PRÓPRIO;- ;1;BBDC3
268;29/06/2005;0,5700;JRS CAP PRÓPRIO;- ;1;BBDC3
269;01/06/2005;0,0570;JRS CAP PRÓPRIO;- ;1;BBDC3
270;02/05/2005;0,0570;JRS CAP PRÓPRIO;- ;1;BBDC3
271;01/04/2005;0,0570;JRS CAP PRÓPRIO;- ;1;BBDC3
272;01/03/2005;0,0570;JRS CAP PRÓPRIO;- ;1;BBDC3
273;01/02/2005;0,0471;JRS CAP PRÓPRIO;- ;1;BBDC3
274;03/01/2005;0,0471;JRS CAP PRÓPRIO;- ;1;BBDC3
275;06/12/2004;5,4395;JRS CAP PRÓPRIO;- ;1;BBDC3
276;01/12/2004;0,1412;JRS CAP PRÓPRIO;- ;1;BBDC3
277;01/11/2004;0,1412;JRS CAP PRÓPRIO;- ;1;BBDC3
278;01/10/2004;0,1412;JRS CAP PRÓPRIO;- ;1;BBDC3
279;01/09/2004;0,1412;JRS CAP PRÓPRIO;- ;1;BBDC3
280;02/08/2004;0,1412;JRS CAP PRÓPRIO;- ;1;BBDC3
281;01/07/2004;0,1412;JRS CAP PRÓPRIO;- ;1;BBDC3
282;30/06/2004;0,8471;JRS CAP PRÓPRIO;- ;1;BBDC3
283;01/06/2004;0,1412;JRS CAP PRÓPRIO;- ;1;BBDC3
284;03/05/2004;0,1412;JRS CAP PRÓPRIO;- ;1;BBDC3
285;01/04/2004;0,1412;JRS CAP PRÓPRIO;- ;1;BBDC3
286;01/03/2004;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
287;02/02/2004;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
288;02/01/2004;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
289;05/12/2003;0,5121;JRS CAP PRÓPRIO;- ;1000;BBDC3
290;01/12/2003;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
291;03/11/2003;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
292;01/10/2003;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
293;01/09/2003;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
294;01/08/2003;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
295;01/07/2003;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
296;30/06/2003;0,1412;JRS CAP PRÓPRIO;- ;1000;BBDC3
297;02/06/2003;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
298;02/05/2003;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
299;01/04/2003;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
300;05/03/2003;0,0141;JRS CAP PRÓPRIO;- ;1000;BBDC3
301;03/02/2003;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
302;02/01/2003;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
303;30/12/2002;0,4192;JRS CAP PRÓPRIO;- ;1000;BBDC3
304;02/12/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
305;01/11/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
306;01/10/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
307;02/09/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
308;01/08/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
309;01/07/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
310;28/06/2002;0,0706;JRS CAP PRÓPRIO;- ;1000;BBDC3
311;03/06/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
312;02/05/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
313;01/04/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
314;01/03/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
315;01/02/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
316;02/01/2002;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
317;06/12/2001;0,3200;JRS CAP PRÓPRIO;- ;1000;BBDC3
318;06/12/2001;0,0300;DIVIDENDO;- ;1000;BBDC3
319;03/12/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
320;01/11/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
321;01/10/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
322;03/09/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
323;01/08/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
324;02/07/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
325;28/06/2001;0,0706;JRS CAP PRÓPRIO;- ;1000;BBDC3
326;01/06/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
327;02/05/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
328;02/04/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
329;01/03/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
330;01/02/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
331;02/01/2001;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
332;06/12/2000;0,3410;JRS CAP PRÓPRIO;- ;1000;BBDC3
333;06/12/2000;0,0570;DIVIDENDO;- ;1000;BBDC3
334;01/12/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
335;01/11/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
336;02/10/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
337;01/09/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
338;01/08/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
339;05/07/2000;0,1177;JRS CAP PRÓPRIO;- ;1000;BBDC3
340;03/07/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
341;01/06/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
342;02/05/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
343;03/04/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
344;01/03/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
345;01/02/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
346;03/01/2000;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
347;06/12/1999;0,5385;JRS CAP PRÓPRIO;- ;1000;BBDC3
348;01/12/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
349;01/11/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
350;01/10/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
351;01/09/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
352;02/08/1999;0,0118;JRS CAP PRÓPRIO;- ;1000;BBDC3
