;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;30/06/2023;0,0177;JRS CAP PROPRIO;01/08/2023 ;1;ITUB4
1;19/06/2023;0,2663;JRS CAP PROPRIO;25/08/2023 ;1;ITUB4
2;31/05/2023;0,0177;JRS CAP PROPRIO;03/07/2023 ;1;ITUB4
3;28/04/2023;0,0177;JRS CAP PROPRIO;01/06/2023 ;1;ITUB4
4;31/03/2023;0,0177;JRS CAP PROPRIO;02/05/2023 ;1;ITUB4
5;23/03/2023;0,2620;JRS CAP PROPRIO;25/08/2023 ;1;ITUB4
6;28/02/2023;0,0177;JRS CAP PROPRIO;03/04/2023 ;1;ITUB4
7;31/01/2023;0,0177;JRS CAP PROPRIO;01/03/2023 ;1;ITUB4
8;29/12/2022;0,0177;JRS CAP PROPRIO;01/02/2023 ;1;ITUB4
9;08/12/2022;0,4862;JRS CAP PROPRIO;10/03/2023 ;1;ITUB4
10;30/11/2022;0,0177;JRS CAP PROPRIO;02/01/2023 ;1;ITUB4
11;31/10/2022;0,0177;JRS CAP PROPRIO;01/12/2022 ;1;ITUB4
12;30/09/2022;0,0177;JRS CAP PROPRIO;01/11/2022 ;1;ITUB4
13;31/08/2022;0,0177;JRS CAP PROPRIO;03/10/2022 ;1;ITUB4
14;18/08/2022;0,3065;JRS CAP PROPRIO;30/08/2022 ;1;ITUB4
15;29/07/2022;0,0177;JRS CAP PROPRIO;01/09/2022 ;1;ITUB4
16;30/06/2022;0,0177;JRS CAP PROPRIO;01/08/2022 ;1;ITUB4
17;31/05/2022;0,0177;JRS CAP PROPRIO;01/07/2022 ;1;ITUB4
18;29/04/2022;0,0177;JRS CAP PROPRIO;01/06/2022 ;1;ITUB4
19;31/03/2022;0,0177;JRS CAP PROPRIO;02/05/2022 ;1;ITUB4
20;25/02/2022;0,0177;JRS CAP PROPRIO;01/04/2022 ;1;ITUB4
21;21/02/2022;0,0137;JRS CAP PROPRIO;11/03/2022 ;1;ITUB4
22;31/01/2022;0,0177;JRS CAP PROPRIO;02/03/2022 ;1;ITUB4
23;30/12/2021;0,0177;JRS CAP PROPRIO;01/02/2022 ;1;ITUB4
24;30/11/2021;0,0177;JRS CAP PROPRIO;03/01/2022 ;1;ITUB4
25;19/11/2021;0,2646;JRS CAP PROPRIO;11/03/2022 ;1;ITUB4
26;29/10/2021;0,0177;JRS CAP PROPRIO;01/12/2021 ;1;ITUB4
27;30/09/2021;0,0150;DIVIDENDO;01/11/2021 ;1;ITUB4
28;31/08/2021;0,0150;DIVIDENDO;01/10/2021 ;1;ITUB4
29;13/08/2021;0,1038;JRS CAP PROPRIO;26/08/2021 ;1;ITUB4
30;30/07/2021;0,0150;DIVIDENDO;01/09/2021 ;1;ITUB4
31;30/06/2021;0,0150;DIVIDENDO;02/08/2021 ;1;ITUB4
32;31/05/2021;0,0150;DIVIDENDO;01/07/2021 ;1;ITUB4
33;24/05/2021;0,0487;JRS CAP PROPRIO;31/12/2021 ;1;ITUB4
34;30/04/2021;0,0150;DIVIDENDO;01/06/2021 ;1;ITUB4
35;27/04/2021;0,0565;JRS CAP PROPRIO;31/12/2021 ;1;ITUB4
36;31/03/2021;0,0150;DIVIDENDO;03/05/2021 ;1;ITUB4
37;25/03/2021;0,0506;JRS CAP PROPRIO;31/12/2021 ;1;ITUB4
38;26/02/2021;0,0150;DIVIDENDO;01/04/2021 ;1;ITUB4
39;25/02/2021;0,0506;JRS CAP PROPRIO;12/03/2021 ;1;ITUB4
40;25/02/2021;0,0964;DIVIDENDO;12/03/2021 ;1;ITUB4
41;29/01/2021;0,0150;DIVIDENDO;01/03/2021 ;1;ITUB4
42;22/01/2021;0,0502;JRS CAP PROPRIO;12/03/2021 ;1;ITUB4
43;30/12/2020;0,0150;DIVIDENDO;01/02/2021 ;1;ITUB4
44;10/12/2020;0,0640;JRS CAP PROPRIO;12/03/2021 ;1;ITUB4
45;30/11/2020;0,0150;DIVIDENDO;04/01/2021 ;1;ITUB4
46;30/10/2020;0,0150;DIVIDENDO;01/12/2020 ;1;ITUB4
47;30/09/2020;0,0150;DIVIDENDO;03/11/2020 ;1;ITUB4
48;31/08/2020;0,0150;DIVIDENDO;01/10/2020 ;1;ITUB4
49;17/08/2020;0,0529;JRS CAP PROPRIO;26/08/2020 ;1;ITUB4
50;31/07/2020;0,0150;DIVIDENDO;01/09/2020 ;1;ITUB4
51;30/06/2020;0,0150;DIVIDENDO;03/08/2020 ;1;ITUB4
52;29/05/2020;0,0150;DIVIDENDO;01/07/2020 ;1;ITUB4
53;30/04/2020;0,0150;DIVIDENDO;01/06/2020 ;1;ITUB4
54;31/03/2020;0,0150;DIVIDENDO;04/05/2020 ;1;ITUB4
55;28/02/2020;0,0150;DIVIDENDO;01/04/2020 ;1;ITUB4
56;20/02/2020;0,5235;JRS CAP PROPRIO;06/03/2020 ;1;ITUB4
57;20/02/2020;0,4832;DIVIDENDO;06/03/2020 ;1;ITUB4
58;31/01/2020;0,0150;DIVIDENDO;02/03/2020 ;1;ITUB4
59;30/12/2019;0,0150;DIVIDENDO;03/02/2020 ;1;ITUB4
60;12/12/2019;0,0376;JRS CAP PROPRIO;30/04/2020 ;1;ITUB4
61;29/11/2019;0,0150;DIVIDENDO;02/01/2020 ;1;ITUB4
62;31/10/2019;0,0150;DIVIDENDO;02/12/2019 ;1;ITUB4
63;30/09/2019;0,0150;DIVIDENDO;01/11/2019 ;1;ITUB4
64;30/08/2019;0,0150;DIVIDENDO;01/10/2019 ;1;ITUB4
65;15/08/2019;0,7869;DIVIDENDO;23/08/2019 ;1;ITUB4
66;31/07/2019;0,0150;DIVIDENDO;02/09/2019 ;1;ITUB4
67;28/06/2019;0,0150;DIVIDENDO;01/08/2019 ;1;ITUB4
68;31/05/2019;0,0150;DIVIDENDO;01/07/2019 ;1;ITUB4
