;Data;Valor;Tipo;Data de Pagamento;Por quantas ações;Acao
0;03/05/2023;0,0150;DIVIDENDO;15/05/2023 ;1;STBP3
1;18/04/2023;0,0359;DIVIDENDO;15/05/2023 ;1;STBP3
2;20/12/2022;0,0147;JRS CAP PROPRIO;16/01/2023 ;1;STBP3
3;10/11/2022;0,1513;JRS CAP PROPRIO;30/11/2022 ;1;STBP3
4;10/11/2022;0,0755;DIVIDENDO;23/11/2022 ;1;STBP3
5;08/09/2022;0,3781;DIVIDENDO;16/09/2022 ;1;STBP3
6;14/03/2022;0,0394;DIVIDENDO;31/03/2022 ;1;STBP3
7;21/12/2021;0,1130;JRS CAP PROPRIO;10/05/2022 ;1;STBP3
8;21/12/2021;0,1470;DIVIDENDO;30/12/2021 ;1;STBP3
9;04/05/2020;0,0175;DIVIDENDO;12/05/2020 ;1;STBP3
10;30/04/2019;0,0043;DIVIDENDO;09/05/2019 ;1;STBP3
11;02/05/2018;0,0030;DIVIDENDO;09/05/2018 ;1;STBP3
12;17/12/2015;0,0065;JRS CAP PROPRIO;- ;1;STBP3
13;;;;;;STBP3
14;2023;0,051;;;;STBP3
15;2022;0,659;;;;STBP3
16;2021;0,260;;;;STBP3
17;2020;0,017;;;;STBP3
18;2019;0,004;;;;STBP3
19;2018;0,003;;;;STBP3
20;2015;0,006;;;;STBP3
