Date;Open;High;Low;Close;Adj Close;Volume;ret;tret;Adj Low;Adj High;Adj Open;Returns;Target;Vol;MM20;Detrend
2010-01-04;44.0;44.0;44.0;44.0;33.56454086303711;0;;;33.56454086303711;33.56454086303711;33.56454086303711;;0.0;;;
2010-01-05;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-06;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-07;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-08;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-11;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-12;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-13;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-14;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-15;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-18;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-19;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-20;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-21;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-22;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-26;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-27;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-28;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-01-29;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;;
2010-02-01;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;;33.56454086303711;0.0
2010-02-02;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;0.0;33.56454086303711;0.0
2010-02-03;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;0.0;33.56454086303711;0.0
2010-02-04;44.0;44.0;44.0;44.0;33.56454086303711;0;0.0;0.0;33.56454086303711;33.56454086303711;33.56454086303711;0.0;0.0;0.0;33.56454086303711;0.0
