Date;Open;High;Low;Close;Adj Close;Volume;ret;tret
2010-01-04 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;;
2010-01-05 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-06 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-07 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-08 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-11 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-12 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-13 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-14 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-15 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-18 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-19 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-20 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-21 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-22 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-26 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-27 00:00:00-02:00;44.099998474121094;44.099998474121094;44.099998474121094;44.099998474121094;18.538026809692383;0;0.0;0.0
2010-01-28 00:00:00-02:00;44.70000076293945;44.70000076293945;44.54999923706055;44.54999923706055;18.727188110351562;500;1.02;1.02
2010-01-29 00:00:00-02:00;44.54999923706055;44.54999923706055;44.54999923706055;44.54999923706055;18.727188110351562;0;0.0;1.02
2010-02-01 00:00:00-02:00;49.0;49.0;44.70000076293945;44.70000076293945;18.790245056152344;200;0.34;1.36
2010-02-02 00:00:00-02:00;44.70000076293945;44.70000076293945;44.70000076293945;44.70000076293945;18.790245056152344;0;0.0;1.36
2010-02-03 00:00:00-02:00;44.70000076293945;44.70000076293945;44.70000076293945;44.70000076293945;18.790245056152344;0;0.0;1.36
2010-02-04 00:00:00-02:00;44.70000076293945;45.0;44.70000076293945;45.0;18.916353225708008;600;0.67;2.0300000000000002
2010-02-05 00:00:00-02:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-08 00:00:00-02:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-09 00:00:00-02:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-10 00:00:00-02:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-11 00:00:00-02:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-12 00:00:00-02:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-17 00:00:00-02:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-18 00:00:00-02:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-19 00:00:00-02:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-22 00:00:00-03:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-23 00:00:00-03:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-24 00:00:00-03:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.0300000000000002
2010-02-25 00:00:00-03:00;43.5;43.5;43.5;43.5;18.28580665588379;500;-3.33;-1.2999999999999998
2010-02-26 00:00:00-03:00;43.5;43.5;43.5;43.5;18.28580665588379;0;0.0;-1.2999999999999998
2010-03-01 00:00:00-03:00;43.5;43.5;43.5;43.5;18.28580665588379;0;0.0;-1.2999999999999998
2010-03-02 00:00:00-03:00;45.0;45.0;45.0;45.0;18.916353225708008;100;3.45;2.1500000000000004
2010-03-03 00:00:00-03:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.1500000000000004
2010-03-04 00:00:00-03:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.1500000000000004
2010-03-05 00:00:00-03:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.1500000000000004
2010-03-08 00:00:00-03:00;45.0;45.0;45.0;45.0;18.916353225708008;100;0.0;2.1500000000000004
2010-03-09 00:00:00-03:00;45.0;45.0;45.0;45.0;18.916353225708008;0;0.0;2.1500000000000004
2010-03-10 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;200;2.22;4.370000000000001
2010-03-11 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-12 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-15 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;400;0.0;4.370000000000001
2010-03-16 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-17 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-18 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-19 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-22 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-23 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-24 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-25 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-26 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-29 00:00:00-03:00;46.0;46.0;46.0;46.0;19.33671760559082;0;0.0;4.370000000000001
2010-03-30 00:00:00-03:00;46.0;46.0;46.0;46.0;19.989421844482422;0;3.38;7.750000000000001
2010-03-31 00:00:00-03:00;44.0;44.0;44.0;44.0;19.12031364440918;1200;-4.35;3.4000000000000012
2010-04-01 00:00:00-03:00;44.0;44.0;44.0;44.0;19.12031364440918;0;0.0;3.4000000000000012
2010-04-05 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;100;2.38;5.780000000000001
2010-04-06 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-07 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-08 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-09 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-12 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-13 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-14 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-15 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-16 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-19 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-20 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-22 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-23 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-26 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-27 00:00:00-03:00;44.79999923706055;44.79999923706055;44.79999923706055;44.79999923706055;19.574810028076172;0;0.0;5.780000000000001
2010-04-28 00:00:00-03:00;44.5;44.5;44.5;44.5;19.443729400634766;300;-0.67;5.110000000000001
2010-04-29 00:00:00-03:00;44.5;44.5;44.5;44.5;19.443729400634766;0;0.0;5.110000000000001
2010-04-30 00:00:00-03:00;44.5;45.0;44.5;44.79999923706055;19.574810028076172;1000;0.67;5.780000000000001
2010-05-03 00:00:00-03:00;42.56999969482422;42.56999969482422;42.56999969482422;42.56999969482422;18.600435256958008;38;-4.98;0.8000000000000007
2010-05-04 00:00:00-03:00;43.099998474121094;43.099998474121094;43.0;43.0;18.78832244873047;400;1.01;1.8100000000000007
2010-05-05 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;0;0.0;1.8100000000000007
2010-05-06 00:00:00-03:00;43.5;43.5;43.5;43.5;19.00678825378418;200;1.16;2.9700000000000006
2010-05-07 00:00:00-03:00;43.5;43.5;43.5;43.5;19.00678825378418;2600;0.0;2.9700000000000006
2010-05-10 00:00:00-03:00;43.5;43.5;43.5;43.5;19.00678825378418;100;0.0;2.9700000000000006
2010-05-11 00:00:00-03:00;43.5;43.5;43.5;43.5;19.00678825378418;0;0.0;2.9700000000000006
2010-05-12 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;2500;-1.15;1.8200000000000007
2010-05-13 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;1700;0.0;1.8200000000000007
2010-05-14 00:00:00-03:00;42.0099983215332;43.0;42.0099983215332;43.0;18.78832244873047;2200;0.0;1.8200000000000007
2010-05-17 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;0;0.0;1.8200000000000007
2010-05-18 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;0;0.0;1.8200000000000007
2010-05-19 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;0;0.0;1.8200000000000007
2010-05-20 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;0;0.0;1.8200000000000007
2010-05-21 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;100;0.0;1.8200000000000007
2010-05-24 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;0;0.0;1.8200000000000007
2010-05-25 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;0;0.0;1.8200000000000007
2010-05-26 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;300;0.0;1.8200000000000007
2010-05-27 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;0;0.0;1.8200000000000007
2010-05-28 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;0;0.0;1.8200000000000007
2010-05-31 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;0;0.0;1.8200000000000007
2010-06-01 00:00:00-03:00;43.0;43.0;43.0;43.0;18.78832244873047;0;0.0;1.8200000000000007
