Date;Open;High;Low;Close;Adj Close;Volume;ret;tret;Adj Low;Adj High;Adj Open;Returns;Target;Vol;MM20;Detrend
2010-01-04;13.0;13.0;13.0;13.0;5.971639156341553;0;;;5.971639156341553;5.971639156341553;5.971639156341553;;0.0;;;
2010-01-05;13.0;13.0;13.0;13.0;5.971639156341553;0;0.0;0.0;5.971639156341553;5.971639156341553;5.971639156341553;0.0;0.0;;;
2010-01-06;13.0;13.0;13.0;13.0;5.971639156341553;0;0.0;0.0;5.971639156341553;5.971639156341553;5.971639156341553;0.0;0.0;;;
2010-01-07;13.0;13.0;13.0;13.0;5.971639156341553;0;0.0;0.0;5.971639156341553;5.971639156341553;5.971639156341553;0.0;0.0;;;
2010-01-08;13.0;13.0;13.0;13.0;5.971639156341553;0;0.0;0.0;5.971639156341553;5.971639156341553;5.971639156341553;0.0;0.0;;;
2010-01-11;13.0;13.0;13.0;13.0;5.971639156341553;0;0.0;0.0;5.971639156341553;5.971639156341553;5.971639156341553;0.0;0.0;;;
2010-01-12;13.0;13.0;13.0;13.0;5.971639156341553;0;0.0;0.0;5.971639156341553;5.971639156341553;5.971639156341553;0.0;0.0;;;
2010-01-13;13.0;13.0;13.0;13.0;5.971639156341553;0;0.0;0.0;5.971639156341553;5.971639156341553;5.971639156341553;0.0;0.08076929372811859;;;
2010-01-14;14.0;14.399999618530273;14.0;14.050000190734863;6.4539642333984375;3500;8.08;8.08;6.403964042663574;6.803963661193848;6.403964042663574;0.08076929372811859;0.0;;;
2010-01-15;14.050000190734863;14.050000190734863;14.050000190734863;14.050000190734863;6.4539642333984375;0;0.0;8.08;6.4539642333984375;6.4539642333984375;6.4539642333984375;0.0;0.0;;;
2010-01-18;14.050000190734863;14.050000190734863;14.050000190734863;14.050000190734863;6.4539642333984375;0;0.0;8.08;6.4539642333984375;6.4539642333984375;6.4539642333984375;0.0;0.0;;;
2010-01-19;14.050000190734863;14.050000190734863;14.050000190734863;14.050000190734863;6.4539642333984375;0;0.0;8.08;6.4539642333984375;6.4539642333984375;6.4539642333984375;0.0;0.0;;;
2010-01-20;14.050000190734863;14.050000190734863;14.050000190734863;14.050000190734863;6.4539642333984375;0;0.0;8.08;6.4539642333984375;6.4539642333984375;6.4539642333984375;0.0;0.0;;;
2010-01-21;14.050000190734863;14.050000190734863;14.050000190734863;14.050000190734863;6.4539642333984375;0;0.0;8.08;6.4539642333984375;6.4539642333984375;6.4539642333984375;0.0;-0.007829363756510554;;;
