Date;Open;High;Low;Close;Adj Close;Volume;ret;tret;Adj Low;Adj High;Adj Open;Returns;Target;Vol;MM20;Detrend
2010-01-04;25.0;25.0;25.0;25.0;21.361568450927734;2000;;;21.361568450927734;21.361568450927734;21.361568450927734;;0.012000145719307742;;;
2010-01-05;25.0;25.299999237060547;25.0;25.299999237060547;21.617910385131836;3700;1.2;1.2;21.31791114807129;21.617910385131836;21.31791114807129;0.012000145719307742;-0.01185784979386384;;;
2010-01-06;25.299999237060547;25.299999237060547;25.0;25.0;21.361568450927734;1900;-1.19;0.010000000000000009;21.361568450927734;21.66156768798828;21.66156768798828;-0.01185784979386384;0.028000161434135196;;;
2010-01-07;25.700000762939453;25.700000762939453;25.700000762939453;25.700000762939453;21.95969581604004;500;2.8;2.8099999999999996;21.95969581604004;21.95969581604004;21.95969581604004;0.028000161434135196;0.0;;;
2010-01-08;25.700000762939453;25.700000762939453;25.700000762939453;25.700000762939453;21.95969581604004;0;0.0;2.8099999999999996;21.95969581604004;21.95969581604004;21.95969581604004;0.0;-0.007782281302209038;;;
2010-01-11;25.0;25.5;25.0;25.5;21.788799285888672;2200;-0.78;2.0299999999999994;21.288799285888672;21.788799285888672;21.288799285888672;-0.007782281302209038;0.0;;;
2010-01-12;25.5;25.5;25.5;25.5;21.788799285888672;0;0.0;2.0299999999999994;21.788799285888672;21.788799285888672;21.788799285888672;0.0;0.0;;;
2010-01-13;25.5;25.5;25.5;25.5;21.788799285888672;0;0.0;2.0299999999999994;21.788799285888672;21.788799285888672;21.788799285888672;0.0;0.0;;;
2010-01-14;25.5;25.5;25.5;25.5;21.788799285888672;0;0.0;2.0299999999999994;21.788799285888672;21.788799285888672;21.788799285888672;0.0;-0.01960781910720666;;;
2010-01-15;27.0;27.0;25.0;25.0;21.361568450927734;200;-1.96;0.0699999999999994;21.361568450927734;23.361568450927734;23.361568450927734;-0.01960781910720666;0.0;;;
2010-01-18;25.0;25.0;25.0;25.0;21.361568450927734;0;0.0;0.0699999999999994;21.361568450927734;21.361568450927734;21.361568450927734;0.0;0.0;;;
2010-01-19;25.0;25.0;25.0;25.0;21.361568450927734;0;0.0;0.0699999999999994;21.361568450927734;21.361568450927734;21.361568450927734;0.0;0.0;;;
2010-01-20;25.0;25.0;25.0;25.0;21.361568450927734;0;0.0;0.0699999999999994;21.361568450927734;21.361568450927734;21.361568450927734;0.0;-0.0800000785741366;;;
2010-01-21;23.0;23.0;23.0;23.0;19.65264129638672;1000;-8.0;-7.930000000000001;19.65264129638672;19.65264129638672;19.65264129638672;-0.0800000785741366;0.0;;;
2010-01-22;23.0;23.0;23.0;23.0;19.65264129638672;0;0.0;-7.930000000000001;19.65264129638672;19.65264129638672;19.65264129638672;0.0;0.0;;;
2010-01-26;23.0;23.0;23.0;23.0;19.65264129638672;0;0.0;-7.930000000000001;19.65264129638672;19.65264129638672;19.65264129638672;0.0;0.0;;;
2010-01-27;23.0;23.0;23.0;23.0;19.65264129638672;0;0.0;-7.930000000000001;19.65264129638672;19.65264129638672;19.65264129638672;0.0;0.0;;;
